"region";"år";"statistikkvariabel";"06913: Befolkning og endringer, etter region, år og statistikkvariabel"
"K_4227 Kvinesdal";"1960";"Levendefødte";79
"K_4227 Kvinesdal";"1960";"Døde";44
"K_4227 Kvinesdal";"1961";"Befolkning 1. januar";5057
"K_4227 Kvinesdal";"1961";"Levendefødte";98
"K_4227 Kvinesdal";"1961";"Døde";62
"K_4227 Kvinesdal";"1962";"Befolkning 1. januar";5021
"K_4227 Kvinesdal";"1962";"Levendefødte";78
"K_4227 Kvinesdal";"1962";"Døde";58
"K_4227 Kvinesdal";"1963";"Befolkning 1. januar";5038
"K_4227 Kvinesdal";"1963";"Levendefødte";100
"K_4227 Kvinesdal";"1963";"Døde";66
"K_4227 Kvinesdal";"1964";"Befolkning 1. januar";5127
"K_4227 Kvinesdal";"1964";"Levendefødte";84
"K_4227 Kvinesdal";"1964";"Døde";45
"K_4227 Kvinesdal";"1965";"Befolkning 1. januar";5132
"K_4227 Kvinesdal";"1965";"Levendefødte";88
"K_4227 Kvinesdal";"1965";"Døde";64
"K_4227 Kvinesdal";"1966";"Befolkning 1. januar";5191
"K_4227 Kvinesdal";"1966";"Levendefødte";79
"K_4227 Kvinesdal";"1966";"Døde";58
"K_4227 Kvinesdal";"1967";"Befolkning 1. januar";5230
"K_4227 Kvinesdal";"1967";"Levendefødte";88
"K_4227 Kvinesdal";"1967";"Døde";60
"K_4227 Kvinesdal";"1968";"Befolkning 1. januar";5330
"K_4227 Kvinesdal";"1968";"Levendefødte";103
"K_4227 Kvinesdal";"1968";"Døde";72
"K_4227 Kvinesdal";"1969";"Befolkning 1. januar";5405
"K_4227 Kvinesdal";"1969";"Levendefødte";99
"K_4227 Kvinesdal";"1969";"Døde";76
"K_4227 Kvinesdal";"1970";"Befolkning 1. januar";5366
"K_4227 Kvinesdal";"1970";"Levendefødte";66
"K_4227 Kvinesdal";"1970";"Døde";54
"K_4227 Kvinesdal";"1971";"Befolkning 1. januar";5241
"K_4227 Kvinesdal";"1971";"Levendefødte";102
"K_4227 Kvinesdal";"1971";"Døde";65
"K_4227 Kvinesdal";"1972";"Befolkning 1. januar";5374
"K_4227 Kvinesdal";"1972";"Levendefødte";72
"K_4227 Kvinesdal";"1972";"Døde";62
"K_4227 Kvinesdal";"1973";"Befolkning 1. januar";5414
"K_4227 Kvinesdal";"1973";"Levendefødte";95
"K_4227 Kvinesdal";"1973";"Døde";69
"K_4227 Kvinesdal";"1974";"Befolkning 1. januar";5324
"K_4227 Kvinesdal";"1974";"Levendefødte";97
"K_4227 Kvinesdal";"1974";"Døde";68
"K_4227 Kvinesdal";"1975";"Befolkning 1. januar";5421
"K_4227 Kvinesdal";"1975";"Levendefødte";89
"K_4227 Kvinesdal";"1975";"Døde";54
"K_4227 Kvinesdal";"1976";"Befolkning 1. januar";5432
"K_4227 Kvinesdal";"1976";"Levendefødte";90
"K_4227 Kvinesdal";"1976";"Døde";59
"K_4227 Kvinesdal";"1977";"Befolkning 1. januar";5468
"K_4227 Kvinesdal";"1977";"Levendefødte";67
"K_4227 Kvinesdal";"1977";"Døde";57
"K_4227 Kvinesdal";"1978";"Befolkning 1. januar";5509
"K_4227 Kvinesdal";"1978";"Levendefødte";94
"K_4227 Kvinesdal";"1978";"Døde";63
"K_4227 Kvinesdal";"1979";"Befolkning 1. januar";5542
"K_4227 Kvinesdal";"1979";"Levendefødte";93
"K_4227 Kvinesdal";"1979";"Døde";67
"K_4227 Kvinesdal";"1980";"Befolkning 1. januar";5609
"K_4227 Kvinesdal";"1980";"Levendefødte";68
"K_4227 Kvinesdal";"1980";"Døde";69
"K_4227 Kvinesdal";"1981";"Befolkning 1. januar";5642
"K_4227 Kvinesdal";"1981";"Levendefødte";74
"K_4227 Kvinesdal";"1981";"Døde";49
"K_4227 Kvinesdal";"1982";"Befolkning 1. januar";5694
"K_4227 Kvinesdal";"1982";"Levendefødte";83
"K_4227 Kvinesdal";"1982";"Døde";54
"K_4227 Kvinesdal";"1983";"Befolkning 1. januar";5724
"K_4227 Kvinesdal";"1983";"Levendefødte";63
"K_4227 Kvinesdal";"1983";"Døde";52
"K_4227 Kvinesdal";"1984";"Befolkning 1. januar";5698
"K_4227 Kvinesdal";"1984";"Levendefødte";69
"K_4227 Kvinesdal";"1984";"Døde";69
"K_4227 Kvinesdal";"1985";"Befolkning 1. januar";5713
"K_4227 Kvinesdal";"1985";"Levendefødte";72
"K_4227 Kvinesdal";"1985";"Døde";86
"K_4227 Kvinesdal";"1986";"Befolkning 1. januar";5677
"K_4227 Kvinesdal";"1986";"Levendefødte";72
"K_4227 Kvinesdal";"1986";"Døde";65
"K_4227 Kvinesdal";"1987";"Befolkning 1. januar";5671
"K_4227 Kvinesdal";"1987";"Levendefødte";84
"K_4227 Kvinesdal";"1987";"Døde";66
"K_4227 Kvinesdal";"1988";"Befolkning 1. januar";5633
"K_4227 Kvinesdal";"1988";"Levendefødte";84
"K_4227 Kvinesdal";"1988";"Døde";66
"K_4227 Kvinesdal";"1989";"Befolkning 1. januar";5652
"K_4227 Kvinesdal";"1989";"Levendefødte";84
"K_4227 Kvinesdal";"1989";"Døde";55
"K_4227 Kvinesdal";"1990";"Befolkning 1. januar";5666
"K_4227 Kvinesdal";"1990";"Levendefødte";96
"K_4227 Kvinesdal";"1990";"Døde";73
"K_4227 Kvinesdal";"1991";"Befolkning 1. januar";5664
"K_4227 Kvinesdal";"1991";"Levendefødte";86
"K_4227 Kvinesdal";"1991";"Døde";57
"K_4227 Kvinesdal";"1992";"Befolkning 1. januar";5694
"K_4227 Kvinesdal";"1992";"Levendefødte";95
"K_4227 Kvinesdal";"1992";"Døde";58
"K_4227 Kvinesdal";"1993";"Befolkning 1. januar";5744
"K_4227 Kvinesdal";"1993";"Levendefødte";79
"K_4227 Kvinesdal";"1993";"Døde";63
"K_4227 Kvinesdal";"1994";"Befolkning 1. januar";5726
"K_4227 Kvinesdal";"1994";"Levendefødte";84
"K_4227 Kvinesdal";"1994";"Døde";67
"K_4227 Kvinesdal";"1995";"Befolkning 1. januar";5768
"K_4227 Kvinesdal";"1995";"Levendefødte";84
"K_4227 Kvinesdal";"1995";"Døde";67
"K_4227 Kvinesdal";"1996";"Befolkning 1. januar";5713
"K_4227 Kvinesdal";"1996";"Levendefødte";67
"K_4227 Kvinesdal";"1996";"Døde";69
"K_4227 Kvinesdal";"1997";"Befolkning 1. januar";5657
"K_4227 Kvinesdal";"1997";"Levendefødte";72
"K_4227 Kvinesdal";"1997";"Døde";67
"K_4227 Kvinesdal";"1998";"Befolkning 1. januar";5613
"K_4227 Kvinesdal";"1998";"Levendefødte";62
"K_4227 Kvinesdal";"1998";"Døde";78
"K_4227 Kvinesdal";"1999";"Befolkning 1. januar";5562
"K_4227 Kvinesdal";"1999";"Levendefødte";70
"K_4227 Kvinesdal";"1999";"Døde";63
"K_4227 Kvinesdal";"2000";"Befolkning 1. januar";5554
"K_4227 Kvinesdal";"2000";"Levendefødte";69
"K_4227 Kvinesdal";"2000";"Døde";65
"K_4227 Kvinesdal";"2001";"Befolkning 1. januar";5547
"K_4227 Kvinesdal";"2001";"Levendefødte";69
"K_4227 Kvinesdal";"2001";"Døde";68
"K_4227 Kvinesdal";"2002";"Befolkning 1. januar";5530
"K_4227 Kvinesdal";"2002";"Levendefødte";73
"K_4227 Kvinesdal";"2002";"Døde";64
"K_4227 Kvinesdal";"2003";"Befolkning 1. januar";5578
"K_4227 Kvinesdal";"2003";"Levendefødte";50
"K_4227 Kvinesdal";"2003";"Døde";53
"K_4227 Kvinesdal";"2004";"Befolkning 1. januar";5547
"K_4227 Kvinesdal";"2004";"Levendefødte";78
"K_4227 Kvinesdal";"2004";"Døde";58
"K_4227 Kvinesdal";"2005";"Befolkning 1. januar";5582
"K_4227 Kvinesdal";"2005";"Levendefødte";62
"K_4227 Kvinesdal";"2005";"Døde";59
"K_4227 Kvinesdal";"2006";"Befolkning 1. januar";5564
"K_4227 Kvinesdal";"2006";"Levendefødte";60
"K_4227 Kvinesdal";"2006";"Døde";48
"K_4227 Kvinesdal";"2007";"Befolkning 1. januar";5595
"K_4227 Kvinesdal";"2007";"Levendefødte";68
"K_4227 Kvinesdal";"2007";"Døde";45
"K_4227 Kvinesdal";"2008";"Befolkning 1. januar";5629
"K_4227 Kvinesdal";"2008";"Levendefødte";77
"K_4227 Kvinesdal";"2008";"Døde";63
"K_4227 Kvinesdal";"2009";"Befolkning 1. januar";5690
"K_4227 Kvinesdal";"2009";"Levendefødte";74
"K_4227 Kvinesdal";"2009";"Døde";52
"K_4227 Kvinesdal";"2010";"Befolkning 1. januar";5776
"K_4227 Kvinesdal";"2010";"Levendefødte";81
"K_4227 Kvinesdal";"2010";"Døde";49
"K_4227 Kvinesdal";"2011";"Befolkning 1. januar";5816
"K_4227 Kvinesdal";"2011";"Levendefødte";62
"K_4227 Kvinesdal";"2011";"Døde";68
"K_4227 Kvinesdal";"2012";"Befolkning 1. januar";5834
"K_4227 Kvinesdal";"2012";"Levendefødte";88
"K_4227 Kvinesdal";"2012";"Døde";70
"K_4227 Kvinesdal";"2013";"Befolkning 1. januar";5899
"K_4227 Kvinesdal";"2013";"Levendefødte";61
"K_4227 Kvinesdal";"2013";"Døde";59
"K_4227 Kvinesdal";"2014";"Befolkning 1. januar";5891
"K_4227 Kvinesdal";"2014";"Levendefødte";57
"K_4227 Kvinesdal";"2014";"Døde";48
"K_4227 Kvinesdal";"2015";"Befolkning 1. januar";5948
"K_4227 Kvinesdal";"2015";"Levendefødte";74
"K_4227 Kvinesdal";"2015";"Døde";46
"K_4227 Kvinesdal";"2016";"Befolkning 1. januar";5981
"K_4227 Kvinesdal";"2016";"Levendefødte";78
"K_4227 Kvinesdal";"2016";"Døde";69
"K_4227 Kvinesdal";"2017";"Befolkning 1. januar";5988
"K_4227 Kvinesdal";"2017";"Levendefødte";52
"K_4227 Kvinesdal";"2017";"Døde";60
"K_4227 Kvinesdal";"2018";"Befolkning 1. januar";6024
"K_4227 Kvinesdal";"2018";"Levendefødte";65
"K_4227 Kvinesdal";"2018";"Døde";54
"K_4227 Kvinesdal";"2019";"Befolkning 1. januar";6048
"K_4227 Kvinesdal";"2019";"Levendefødte";56
"K_4227 Kvinesdal";"2019";"Døde";60
"K_4227 Kvinesdal";"2020";"Befolkning 1. januar";5987
"K_4227 Kvinesdal";"2020";"Levendefødte";54
"K_4227 Kvinesdal";"2020";"Døde";53
"K_4227 Kvinesdal";"2021";"Befolkning 1. januar";5922
"K_4227 Kvinesdal";"2021";"Levendefødte";53
"K_4227 Kvinesdal";"2021";"Døde";54
"K_4227 Kvinesdal";"2022";"Befolkning 1. januar";5883
"K_4227 Kvinesdal";"2022";"Levendefødte";57
"K_4227 Kvinesdal";"2022";"Døde";45
"K_4227 Kvinesdal";"2023";"Befolkning 1. januar";6024
"K_4227 Kvinesdal";"2023";"Levendefødte";58
"K_4227 Kvinesdal";"2023";"Døde";48
"K_4227 Kvinesdal";"2024";"Befolkning 1. januar";6192
"K_4227 Kvinesdal";"2024";"Levendefødte";..
"K_4227 Kvinesdal";"2024";"Døde";..
"K_4228 Sirdal";"1951";"Befolkning 1. januar";1278
"K_4228 Sirdal";"1951";"Levendefødte";26
"K_4228 Sirdal";"1951";"Døde";9
"K_4228 Sirdal";"1952";"Befolkning 1. januar";1246
"K_4228 Sirdal";"1952";"Levendefødte";19
"K_4228 Sirdal";"1952";"Døde";10
"K_4228 Sirdal";"1953";"Befolkning 1. januar";1244
"K_4228 Sirdal";"1953";"Levendefødte";20
"K_4228 Sirdal";"1953";"Døde";10
"K_4228 Sirdal";"1954";"Befolkning 1. januar";1236
"K_4228 Sirdal";"1954";"Levendefødte";19
"K_4228 Sirdal";"1954";"Døde";16
"K_4228 Sirdal";"1955";"Befolkning 1. januar";1235
"K_4228 Sirdal";"1955";"Levendefødte";20
"K_4228 Sirdal";"1955";"Døde";12
"K_4228 Sirdal";"1956";"Befolkning 1. januar";1235
"K_4228 Sirdal";"1956";"Levendefødte";12
"K_4228 Sirdal";"1956";"Døde";10
"K_4228 Sirdal";"1957";"Befolkning 1. januar";1210
"K_4228 Sirdal";"1957";"Levendefødte";20
"K_4228 Sirdal";"1957";"Døde";17
"K_4228 Sirdal";"1958";"Befolkning 1. januar";1205
"K_4228 Sirdal";"1958";"Levendefødte";18
"K_4228 Sirdal";"1958";"Døde";19
"K_4228 Sirdal";"1959";"Befolkning 1. januar";1198
"K_4228 Sirdal";"1959";"Levendefødte";20
"K_4228 Sirdal";"1959";"Døde";18
"K_4228 Sirdal";"1960";"Befolkning 1. januar";1426
"K_4228 Sirdal";"1960";"Levendefødte";27
"K_4228 Sirdal";"1960";"Døde";25
"K_4228 Sirdal";"1961";"Befolkning 1. januar";1446
"K_4228 Sirdal";"1961";"Levendefødte";15
"K_4228 Sirdal";"1961";"Døde";13
"K_4228 Sirdal";"1962";"Befolkning 1. januar";1485
"K_4228 Sirdal";"1962";"Levendefødte";17
"K_4228 Sirdal";"1962";"Døde";17
"K_4228 Sirdal";"1963";"Befolkning 1. januar";1501
"K_4228 Sirdal";"1963";"Levendefødte";11
"K_4228 Sirdal";"1963";"Døde";14
"K_4228 Sirdal";"1964";"Befolkning 1. januar";1504
"K_4228 Sirdal";"1964";"Levendefødte";25
"K_4228 Sirdal";"1964";"Døde";16
"K_4228 Sirdal";"1965";"Befolkning 1. januar";1516
"K_4228 Sirdal";"1965";"Levendefødte";14
"K_4228 Sirdal";"1965";"Døde";18
"K_4228 Sirdal";"1966";"Befolkning 1. januar";1593
"K_4228 Sirdal";"1966";"Levendefødte";32
"K_4228 Sirdal";"1966";"Døde";9
"K_4228 Sirdal";"1967";"Befolkning 1. januar";1645
"K_4228 Sirdal";"1967";"Levendefødte";35
"K_4228 Sirdal";"1967";"Døde";16
"K_4228 Sirdal";"1968";"Befolkning 1. januar";1681
"K_4228 Sirdal";"1968";"Levendefødte";24
"K_4228 Sirdal";"1968";"Døde";19
"K_4228 Sirdal";"1969";"Befolkning 1. januar";1746
"K_4228 Sirdal";"1969";"Levendefødte";30
"K_4228 Sirdal";"1969";"Døde";21
"K_4228 Sirdal";"1970";"Befolkning 1. januar";1761
"K_4228 Sirdal";"1970";"Levendefødte";31
"K_4228 Sirdal";"1970";"Døde";15
"K_4228 Sirdal";"1971";"Befolkning 1. januar";1762
"K_4228 Sirdal";"1971";"Levendefødte";29
"K_4228 Sirdal";"1971";"Døde";23
"K_4228 Sirdal";"1972";"Befolkning 1. januar";1734
"K_4228 Sirdal";"1972";"Levendefødte";20
"K_4228 Sirdal";"1972";"Døde";24
"K_4228 Sirdal";"1973";"Befolkning 1. januar";1694
"K_4228 Sirdal";"1973";"Levendefødte";27
"K_4228 Sirdal";"1973";"Døde";35
"K_4228 Sirdal";"1974";"Befolkning 1. januar";1674
"K_4228 Sirdal";"1974";"Levendefødte";23
"K_4228 Sirdal";"1974";"Døde";20
"K_4228 Sirdal";"1975";"Befolkning 1. januar";1689
"K_4228 Sirdal";"1975";"Levendefødte";23
"K_4228 Sirdal";"1975";"Døde";30
"K_4228 Sirdal";"1976";"Befolkning 1. januar";1687
"K_4228 Sirdal";"1976";"Levendefødte";24
"K_4228 Sirdal";"1976";"Døde";23
"K_4228 Sirdal";"1977";"Befolkning 1. januar";1669
"K_4228 Sirdal";"1977";"Levendefødte";26
"K_4228 Sirdal";"1977";"Døde";25
"K_4228 Sirdal";"1978";"Befolkning 1. januar";1684
"K_4228 Sirdal";"1978";"Levendefødte";20
"K_4228 Sirdal";"1978";"Døde";26
"K_4228 Sirdal";"1979";"Befolkning 1. januar";1658
"K_4228 Sirdal";"1979";"Levendefødte";29
"K_4228 Sirdal";"1979";"Døde";27
"K_4228 Sirdal";"1980";"Befolkning 1. januar";1645
"K_4228 Sirdal";"1980";"Levendefødte";19
"K_4228 Sirdal";"1980";"Døde";23
"K_4228 Sirdal";"1981";"Befolkning 1. januar";1650
"K_4228 Sirdal";"1981";"Levendefødte";25
"K_4228 Sirdal";"1981";"Døde";24
"K_4228 Sirdal";"1982";"Befolkning 1. januar";1635
"K_4228 Sirdal";"1982";"Levendefødte";19
"K_4228 Sirdal";"1982";"Døde";20
"K_4228 Sirdal";"1983";"Befolkning 1. januar";1623
"K_4228 Sirdal";"1983";"Levendefødte";20
"K_4228 Sirdal";"1983";"Døde";22
"K_4228 Sirdal";"1984";"Befolkning 1. januar";1613
"K_4228 Sirdal";"1984";"Levendefødte";25
"K_4228 Sirdal";"1984";"Døde";17
"K_4228 Sirdal";"1985";"Befolkning 1. januar";1629
"K_4228 Sirdal";"1985";"Levendefødte";21
"K_4228 Sirdal";"1985";"Døde";24
"K_4228 Sirdal";"1986";"Befolkning 1. januar";1624
"K_4228 Sirdal";"1986";"Levendefødte";21
"K_4228 Sirdal";"1986";"Døde";18
"K_4228 Sirdal";"1987";"Befolkning 1. januar";1678
"K_4228 Sirdal";"1987";"Levendefødte";32
"K_4228 Sirdal";"1987";"Døde";22
"K_4228 Sirdal";"1988";"Befolkning 1. januar";1695
"K_4228 Sirdal";"1988";"Levendefødte";17
"K_4228 Sirdal";"1988";"Døde";22
"K_4228 Sirdal";"1989";"Befolkning 1. januar";1695
"K_4228 Sirdal";"1989";"Levendefødte";37
"K_4228 Sirdal";"1989";"Døde";15
"K_4228 Sirdal";"1990";"Befolkning 1. januar";1726
"K_4228 Sirdal";"1990";"Levendefødte";29
"K_4228 Sirdal";"1990";"Døde";32
"K_4228 Sirdal";"1991";"Befolkning 1. januar";1704
"K_4228 Sirdal";"1991";"Levendefødte";24
"K_4228 Sirdal";"1991";"Døde";19
"K_4228 Sirdal";"1992";"Befolkning 1. januar";1728
"K_4228 Sirdal";"1992";"Levendefødte";20
"K_4228 Sirdal";"1992";"Døde";24
"K_4228 Sirdal";"1993";"Befolkning 1. januar";1725
"K_4228 Sirdal";"1993";"Levendefødte";22
"K_4228 Sirdal";"1993";"Døde";18
"K_4228 Sirdal";"1994";"Befolkning 1. januar";1729
"K_4228 Sirdal";"1994";"Levendefødte";25
"K_4228 Sirdal";"1994";"Døde";17
"K_4228 Sirdal";"1995";"Befolkning 1. januar";1732
"K_4228 Sirdal";"1995";"Levendefødte";20
"K_4228 Sirdal";"1995";"Døde";21
"K_4228 Sirdal";"1996";"Befolkning 1. januar";1731
"K_4228 Sirdal";"1996";"Levendefødte";29
"K_4228 Sirdal";"1996";"Døde";20
"K_4228 Sirdal";"1997";"Befolkning 1. januar";1753
"K_4228 Sirdal";"1997";"Levendefødte";17
"K_4228 Sirdal";"1997";"Døde";23
"K_4228 Sirdal";"1998";"Befolkning 1. januar";1737
"K_4228 Sirdal";"1998";"Levendefødte";22
"K_4228 Sirdal";"1998";"Døde";26
"K_4228 Sirdal";"1999";"Befolkning 1. januar";1738
"K_4228 Sirdal";"1999";"Levendefødte";24
"K_4228 Sirdal";"1999";"Døde";20
"K_4228 Sirdal";"2000";"Befolkning 1. januar";1734
"K_4228 Sirdal";"2000";"Levendefødte";22
"K_4228 Sirdal";"2000";"Døde";20
"K_4228 Sirdal";"2001";"Befolkning 1. januar";1737
"K_4228 Sirdal";"2001";"Levendefødte";30
"K_4228 Sirdal";"2001";"Døde";23
"K_4228 Sirdal";"2002";"Befolkning 1. januar";1758
"K_4228 Sirdal";"2002";"Levendefødte";21
"K_4228 Sirdal";"2002";"Døde";18
"K_4228 Sirdal";"2003";"Befolkning 1. januar";1786
"K_4228 Sirdal";"2003";"Levendefødte";17
"K_4228 Sirdal";"2003";"Døde";20
"K_4228 Sirdal";"2004";"Befolkning 1. januar";1766
"K_4228 Sirdal";"2004";"Levendefødte";30
"K_4228 Sirdal";"2004";"Døde";24
"K_4228 Sirdal";"2005";"Befolkning 1. januar";1760
"K_4228 Sirdal";"2005";"Levendefødte";17
"K_4228 Sirdal";"2005";"Døde";23
"K_4228 Sirdal";"2006";"Befolkning 1. januar";1740
"K_4228 Sirdal";"2006";"Levendefødte";16
"K_4228 Sirdal";"2006";"Døde";21
"K_4228 Sirdal";"2007";"Befolkning 1. januar";1737
"K_4228 Sirdal";"2007";"Levendefødte";14
"K_4228 Sirdal";"2007";"Døde";30
"K_4228 Sirdal";"2008";"Befolkning 1. januar";1757
"K_4228 Sirdal";"2008";"Levendefødte";20
"K_4228 Sirdal";"2008";"Døde";24
"K_4228 Sirdal";"2009";"Befolkning 1. januar";1739
"K_4228 Sirdal";"2009";"Levendefødte";25
"K_4228 Sirdal";"2009";"Døde";17
"K_4228 Sirdal";"2010";"Befolkning 1. januar";1790
"K_4228 Sirdal";"2010";"Levendefødte";29
"K_4228 Sirdal";"2010";"Døde";25
"K_4228 Sirdal";"2011";"Befolkning 1. januar";1791
"K_4228 Sirdal";"2011";"Levendefødte";22
"K_4228 Sirdal";"2011";"Døde";17
"K_4228 Sirdal";"2012";"Befolkning 1. januar";1816
"K_4228 Sirdal";"2012";"Levendefødte";28
"K_4228 Sirdal";"2012";"Døde";23
"K_4228 Sirdal";"2013";"Befolkning 1. januar";1831
"K_4228 Sirdal";"2013";"Levendefødte";21
"K_4228 Sirdal";"2013";"Døde";18
"K_4228 Sirdal";"2014";"Befolkning 1. januar";1831
"K_4228 Sirdal";"2014";"Levendefødte";19
"K_4228 Sirdal";"2014";"Døde";13
"K_4228 Sirdal";"2015";"Befolkning 1. januar";1838
"K_4228 Sirdal";"2015";"Levendefødte";22
"K_4228 Sirdal";"2015";"Døde";16
"K_4228 Sirdal";"2016";"Befolkning 1. januar";1832
"K_4228 Sirdal";"2016";"Levendefødte";15
"K_4228 Sirdal";"2016";"Døde";16
"K_4228 Sirdal";"2017";"Befolkning 1. januar";1836
"K_4228 Sirdal";"2017";"Levendefødte";20
"K_4228 Sirdal";"2017";"Døde";14
"K_4228 Sirdal";"2018";"Befolkning 1. januar";1842
"K_4228 Sirdal";"2018";"Levendefødte";18
"K_4228 Sirdal";"2018";"Døde";21
"K_4228 Sirdal";"2019";"Befolkning 1. januar";1839
"K_4228 Sirdal";"2019";"Levendefødte";18
"K_4228 Sirdal";"2019";"Døde";13
"K_4228 Sirdal";"2020";"Befolkning 1. januar";1822
"K_4228 Sirdal";"2020";"Levendefødte";10
"K_4228 Sirdal";"2020";"Døde";20
"K_4228 Sirdal";"2021";"Befolkning 1. januar";1772
"K_4228 Sirdal";"2021";"Levendefødte";21
"K_4228 Sirdal";"2021";"Døde";12
"K_4228 Sirdal";"2022";"Befolkning 1. januar";1810
"K_4228 Sirdal";"2022";"Levendefødte";10
"K_4228 Sirdal";"2022";"Døde";23
"K_4228 Sirdal";"2023";"Befolkning 1. januar";1837
"K_4228 Sirdal";"2023";"Levendefødte";16
"K_4228 Sirdal";"2023";"Døde";14
"K_4228 Sirdal";"2024";"Befolkning 1. januar";1873
"K_4228 Sirdal";"2024";"Levendefødte";..
"K_4228 Sirdal";"2024";"Døde";..
"K_1101 Eigersund";"1951";"Befolkning 1. januar";8481
"K_1101 Eigersund";"1951";"Levendefødte";187
"K_1101 Eigersund";"1951";"Døde";71
"K_1101 Eigersund";"1952";"Befolkning 1. januar";8581
"K_1101 Eigersund";"1952";"Levendefødte";176
"K_1101 Eigersund";"1952";"Døde";76
"K_1101 Eigersund";"1953";"Befolkning 1. januar";8673
"K_1101 Eigersund";"1953";"Levendefødte";185
"K_1101 Eigersund";"1953";"Døde";64
"K_1101 Eigersund";"1954";"Befolkning 1. januar";8749
"K_1101 Eigersund";"1954";"Levendefødte";172
"K_1101 Eigersund";"1954";"Døde";92
"K_1101 Eigersund";"1955";"Befolkning 1. januar";8762
"K_1101 Eigersund";"1955";"Levendefødte";184
"K_1101 Eigersund";"1955";"Døde";69
"K_1101 Eigersund";"1956";"Befolkning 1. januar";8886
"K_1101 Eigersund";"1956";"Levendefødte";154
"K_1101 Eigersund";"1956";"Døde";87
"K_1101 Eigersund";"1957";"Befolkning 1. januar";8973
"K_1101 Eigersund";"1957";"Levendefødte";171
"K_1101 Eigersund";"1957";"Døde";75
"K_1101 Eigersund";"1958";"Befolkning 1. januar";9002
"K_1101 Eigersund";"1958";"Levendefødte";171
"K_1101 Eigersund";"1958";"Døde";79
"K_1101 Eigersund";"1959";"Befolkning 1. januar";9053
"K_1101 Eigersund";"1959";"Levendefødte";164
"K_1101 Eigersund";"1959";"Døde";67
"K_1101 Eigersund";"1960";"Befolkning 1. januar";9099
"K_1101 Eigersund";"1960";"Levendefødte";144
"K_1101 Eigersund";"1960";"Døde";90
"K_1101 Eigersund";"1961";"Befolkning 1. januar";9010
"K_1101 Eigersund";"1961";"Levendefødte";189
"K_1101 Eigersund";"1961";"Døde";85
"K_1101 Eigersund";"1962";"Befolkning 1. januar";9122
"K_1101 Eigersund";"1962";"Levendefødte";169
"K_1101 Eigersund";"1962";"Døde";70
"K_1101 Eigersund";"1963";"Befolkning 1. januar";9146
"K_1101 Eigersund";"1963";"Levendefødte";157
"K_1101 Eigersund";"1963";"Døde";83
"K_1101 Eigersund";"1964";"Befolkning 1. januar";9238
"K_1101 Eigersund";"1964";"Levendefødte";167
"K_1101 Eigersund";"1964";"Døde";95
"K_1101 Eigersund";"1965";"Befolkning 1. januar";9416
"K_1101 Eigersund";"1965";"Levendefødte";260
"K_1101 Eigersund";"1965";"Døde";70
"K_1101 Eigersund";"1966";"Befolkning 1. januar";9673
"K_1101 Eigersund";"1966";"Levendefødte";178
"K_1101 Eigersund";"1966";"Døde";96
"K_1101 Eigersund";"1967";"Befolkning 1. januar";9723
"K_1101 Eigersund";"1967";"Levendefødte";189
"K_1101 Eigersund";"1967";"Døde";99
"K_1101 Eigersund";"1968";"Befolkning 1. januar";9919
"K_1101 Eigersund";"1968";"Levendefødte";184
"K_1101 Eigersund";"1968";"Døde";88
"K_1101 Eigersund";"1969";"Befolkning 1. januar";10088
"K_1101 Eigersund";"1969";"Levendefødte";184
"K_1101 Eigersund";"1969";"Døde";79
"K_1101 Eigersund";"1970";"Befolkning 1. januar";10195
"K_1101 Eigersund";"1970";"Levendefødte";187
"K_1101 Eigersund";"1970";"Døde";93
"K_1101 Eigersund";"1971";"Befolkning 1. januar";10453
"K_1101 Eigersund";"1971";"Levendefødte";188
"K_1101 Eigersund";"1971";"Døde";78
"K_1101 Eigersund";"1972";"Befolkning 1. januar";10553
"K_1101 Eigersund";"1972";"Levendefødte";193
"K_1101 Eigersund";"1972";"Døde";96
"K_1101 Eigersund";"1973";"Befolkning 1. januar";10757
"K_1101 Eigersund";"1973";"Levendefødte";165
"K_1101 Eigersund";"1973";"Døde";103
"K_1101 Eigersund";"1974";"Befolkning 1. januar";10877
"K_1101 Eigersund";"1974";"Levendefødte";188
"K_1101 Eigersund";"1974";"Døde";100
"K_1101 Eigersund";"1975";"Befolkning 1. januar";11193
"K_1101 Eigersund";"1975";"Levendefødte";175
"K_1101 Eigersund";"1975";"Døde";82
"K_1101 Eigersund";"1976";"Befolkning 1. januar";11376
"K_1101 Eigersund";"1976";"Levendefødte";187
"K_1101 Eigersund";"1976";"Døde";104
"K_1101 Eigersund";"1977";"Befolkning 1. januar";11507
"K_1101 Eigersund";"1977";"Levendefødte";176
"K_1101 Eigersund";"1977";"Døde";121
"K_1101 Eigersund";"1978";"Befolkning 1. januar";11613
"K_1101 Eigersund";"1978";"Levendefødte";175
"K_1101 Eigersund";"1978";"Døde";117
"K_1101 Eigersund";"1979";"Befolkning 1. januar";11694
"K_1101 Eigersund";"1979";"Levendefødte";193
"K_1101 Eigersund";"1979";"Døde";108
"K_1101 Eigersund";"1980";"Befolkning 1. januar";11762
"K_1101 Eigersund";"1980";"Levendefødte";170
"K_1101 Eigersund";"1980";"Døde";103
"K_1101 Eigersund";"1981";"Befolkning 1. januar";11864
"K_1101 Eigersund";"1981";"Levendefødte";198
